index	city	company_name	duration	frequency	job	job_link	salary
460	广州	网易游戏	3个月	5天/周	视觉包装设计实习生—UE4视觉方向	https://www.shixiseng.com/intern/inn_wpblmcwu8vpa?pcm=pc_SearchList	120-150/天
461	上海	文汇	2个月	5天/周	市场实习生	https://www.shixiseng.com/intern/inn_qedl0us0lhnf?pcm=pc_SearchList	80-80/天
462	武汉	秋叶PPT	6个月	5天/周	行政助理	https://www.shixiseng.com/intern/inn_y7xxfz6246jv?pcm=pc_SearchList	80-150/天
463	深圳	智联慧通	3个月	5天/周	初级美工/平面设计	https://www.shixiseng.com/intern/inn_rbyhaweaty0g?pcm=pc_SearchList	200-400/天
464	湖州	秦丝科技	3个月	5天/周	ERP互联网销售工程师	https://www.shixiseng.com/intern/inn_9m6o28qbhb1y?pcm=pc_SearchList	125-250/天
465	广州	铁未来	3个月	3天/周	国际竞赛培训助教（实习）	https://www.shixiseng.com/intern/inn_qlrns8wbmjjh?pcm=pc_SearchList	150-180/天
466	上海	上海明轩	3个月	5天/周	猎头顾问	https://www.shixiseng.com/intern/inn_bw5hcia57isp?pcm=pc_SearchList	100-150/天
467	成都	海特高新	3个月	5天/周	机械设计实习生	https://www.shixiseng.com/intern/inn_ztrvcvou3bt0?pcm=pc_SearchList	50-80/天
468	南京	心田花开	3天/周	5天/周	中小学语文教师	https://www.shixiseng.com/intern/inn_ea7q5tf2egtd?pcm=pc_SearchList	300-500/天
469	北京	万酋科技	5天/周	12个月	测控软件开发实习生	https://www.shixiseng.com/intern/inn_wyesnwydnbdm?pcm=pc_SearchList	80-150/天
470	镇江	我武生物	5天/周	12个月	医药销售代表/医药信息沟通专员	https://www.shixiseng.com/intern/inn_8xytvhouko9l?pcm=pc_SearchList	100-120/天
471	日照	我武生物	5天/周	12个月	医药销售代表\医学信息沟通专员（山东—日照）	https://www.shixiseng.com/intern/inn_whw8yh7wucxi?pcm=pc_SearchList	150-200/天
472	苏州	博彦科技	1天/周	3个月	标注实习生	https://www.shixiseng.com/intern/inn_fjevy7115zkl?pcm=pc_SearchList	80-120/天
473	全国	圣才教育	5天/周	1个月	资产评估编辑远程实习生	https://www.shixiseng.com/intern/inn_ysy3gbh1p7ni?pcm=pc_SearchList	200-400/天
474	武汉	圣世玄德	5天/周	3个月	文案推广助理	https://www.shixiseng.com/intern/inn_13sa0fysfiag?pcm=pc_SearchList	100-150/天
475	铜陵	我武生物	5天/周	3个月	医药销售代表	https://www.shixiseng.com/intern/inn_ygbdmsczpkto?pcm=pc_SearchList	120-200/天
476	广州	匠昕装饰设计 	5天/周	3个月	项目助理	https://www.shixiseng.com/intern/inn_0p7dik35wojw?pcm=pc_SearchList	150-200/天
477	石家庄	GE中国	5天/周	3个月	GE医疗客户服务卓越技术专家项目	https://www.shixiseng.com/intern/inn_evkvfcuds7k2?pcm=pc_SearchList	120-150/天
478	天津	旭成汇宇科技	5天/周	6个月	暑期实习	https://www.shixiseng.com/intern/inn_pjjxtdlcgtfl?pcm=pc_SearchList	100-150/天
479	深圳	智联慧通	15-50人	3个月	Python初级开发工程师	https://www.shixiseng.com/intern/inn_hgc4cml8348a?pcm=pc_SearchList	200-400/天
480	北京	罗德传播集团	3个月	5天/周	江淮大众组PR实习生	https://www.shixiseng.com/intern/inn_cghiieo8ads5?pcm=pc_SearchList	80-100/天
481	广州	广州速游	3个月	3天/周	人力资源实习生（运营方向）	https://www.shixiseng.com/intern/inn_1pivrisp4a0b?pcm=pc_SearchList	100-150/天
482	武汉	考满分	4个月	5天/周	留学课程助教	https://www.shixiseng.com/intern/inn_mz1ltvjwd6xn?pcm=pc_SearchList	100-100/天
483	泰州	我武生物	12个月	5天/周	医药销售代表/医药信息沟通专员	https://www.shixiseng.com/intern/inn_amgvbpy03uix?pcm=pc_SearchList	100-120/天
484	北京	昭衍生物	3个月	5天/周	质量保证部现场QA实习生	https://www.shixiseng.com/intern/inn_hxmzkfmvoizu?pcm=pc_SearchList	80-120/天
485	天津	龙图游戏	10个月	5天/周	客服专员	https://www.shixiseng.com/intern/inn_w4elebzwuixv?pcm=pc_SearchList	100-120/天
486	广州	画音	3个月	3天/周	产品运营（关键词录入）	https://www.shixiseng.com/intern/inn_yntbgnpaxcrp?pcm=pc_SearchList	100-150/天
487	上海	文汇	2个月	5天/周	经济研究院顾问助理	https://www.shixiseng.com/intern/inn_oyeje6vpm5fd?pcm=pc_SearchList	80-80/天
488	上海	文汇	2个月	5天/周	风险管理实习生	https://www.shixiseng.com/intern/inn_voqbhlzc1vc8?pcm=pc_SearchList	80-80/天
489	上海	DB Schenker	8个月	4天/周	（2021年毕业）空运单证 实习生（上海）	https://www.shixiseng.com/intern/inn_ivkmbmloz93v?pcm=pc_SearchList	100-120/天
490	北京	昭衍生物	6个月	5天/周	中试纯化部实习生	https://www.shixiseng.com/intern/inn_r5chsj9yyp4t?pcm=pc_SearchList	80-120/天
491	益阳	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（湖南-益阳）	https://www.shixiseng.com/intern/inn_zpjyus7dvons?pcm=pc_SearchList	120-200/天
492	北京	华夏博雅	6个月	5天/周	产品助理实习生	https://www.shixiseng.com/intern/inn_4d4bz7snwdbi?pcm=pc_SearchList	120-200/天
493	广州	梦映动漫	3个月	5天/周	iOS开发实习生	https://www.shixiseng.com/intern/inn_cmjffyah9gnt?pcm=pc_SearchList	100-120/天
494	武汉	丰立装饰	8个月	6天/周	室内设计师	https://www.shixiseng.com/intern/inn_bruxp7etvvt8?pcm=pc_SearchList	400-500/天
495	深圳	智联慧通	3个月	5天/周	新媒体运营专员	https://www.shixiseng.com/intern/inn_i8fgpu5dlanm?pcm=pc_SearchList	200-400/天
496	海口	聚能创新院	2个月	5天/周	人力资源实习生	https://www.shixiseng.com/intern/inn_dafjw1dsh5qu?pcm=pc_SearchList	80-100/天
497	宜昌	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（湖北—宜都）	https://www.shixiseng.com/intern/inn_0qk4pqcmw2ff?pcm=pc_SearchList	120-200/天
498	广州	龙沙集团	13个月	5天/周	客户服务专员/助理	https://www.shixiseng.com/intern/inn_jls4usmk9mjx?pcm=pc_SearchList	150-200/天
499	广州	梦映动漫	3个月	4天/周	测试实习生	https://www.shixiseng.com/intern/inn_z2vnyr8hauh3?pcm=pc_SearchList	100-120/天
500	张家界	我武生物	12个月	5天/周	医药销售代表/医学信息沟通专员湖南-张家界）	https://www.shixiseng.com/intern/inn_j1gdsggmizss?pcm=pc_SearchList	150-200/天
501	郑州	高途课堂	2个月	6天/周	高中训练营实习生	https://www.shixiseng.com/intern/inn_fussjvdcfewk?pcm=pc_SearchList	80-80/天
502	北京	万达传媒	6个月	4天/周	人力资源实习生（员工关系&薪酬方向）	https://www.shixiseng.com/intern/inn_niszcet0ijq8?pcm=pc_SearchList	100-100/天
503	北京	北京链家	11个月	5天/周	电话咨询专员	https://www.shixiseng.com/intern/inn_qbnzdwerfzwt?pcm=pc_SearchList	150-200/天
504	上海	朗盛化学	3个月	3天/周	HR实习生	https://www.shixiseng.com/intern/inn_nh7787t9cvzo?pcm=pc_SearchList	120-150/天
505	宁波	萌牙科技	5天/周	5天/周	新媒体科普内容运营	https://www.shixiseng.com/intern/inn_me8zd8facmgj?pcm=pc_SearchList	300-500/天
506	福州	中海达	6天/周	3个月	销售工程师（福建）	https://www.shixiseng.com/intern/inn_fwmlbp5kuqrb?pcm=pc_SearchList	150-200/天
507	武汉	丰立装饰	6天/周	9个月	销售专员	https://www.shixiseng.com/intern/inn_qb5si0fwzbz0?pcm=pc_SearchList	250-300/天
508	深圳	乐有家	6天/周	8个月	电话销售 	https://www.shixiseng.com/intern/inn_ddj4hypovwfw?pcm=pc_SearchList	200-300/天
509	合肥	京翰教育	6天/周	3个月	课程顾问	https://www.shixiseng.com/intern/inn_qjjpanxlwjb9?pcm=pc_SearchList	100-200/天
510	北京	链家	5天/周	12个月	置业顾问/管理培训生	https://www.shixiseng.com/intern/inn_m9ttk32j9yir?pcm=pc_SearchList	40-50/天
511	全国	代创广告	5天/周	9个月	板绘手绘插画设计师（实习）	https://www.shixiseng.com/intern/inn_j7r9ve67ixqk?pcm=pc_SearchList	50-100/天
512	潜江	我武生物	5天/周	12个月	医药销售代表\医学信息沟通专员（湖北-潜江）	https://www.shixiseng.com/intern/inn_uw9al5txbz2z?pcm=pc_SearchList	120-200/天
513	武汉	 宙源科技 	5天/周	6个月	Java后端开发实习生	https://www.shixiseng.com/intern/inn_yfjbq8ien4ub?pcm=pc_SearchList	100-200/天
514	三明	我武生物	5天/周	12个月	医药销售代表\医学信息沟通专员（福建——三明）	https://www.shixiseng.com/intern/inn_hhz6fswtjrdd?pcm=pc_SearchList	100-200/天
515	上海	中云数据	3天/周	3个月	前端工程师实习	https://www.shixiseng.com/intern/inn_tuh1lfomduym?pcm=pc_SearchList	100-150/天
516	广州	启量科技	5天/周	3个月	销售实习生	https://www.shixiseng.com/intern/inn_rtj2mu9pyded?pcm=pc_SearchList	250-500/天
517	武汉	深圳长美	5天/周	3个月	客服助理	https://www.shixiseng.com/intern/inn_s70emgrfzfge?pcm=pc_SearchList	50-100/天
518	北京	昭衍生物	50-150人	6个月	质量保证部文控/检测QA实习生	https://www.shixiseng.com/intern/inn_etxkvawvnwjb?pcm=pc_SearchList	80-120/天
519	南京	美联英语	12个月	3天/周	市场推广（实习）	https://www.shixiseng.com/intern/inn_g2agayy4wtyn?pcm=pc_SearchList	80-120/天
520	黄石	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（湖北-黄石）	https://www.shixiseng.com/intern/inn_cpwqi8bqlwts?pcm=pc_SearchList	120-200/天
521	深圳	欣天雅	3个月	5天/周	财务实习生	https://www.shixiseng.com/intern/inn_sgjvhnckzwqx?pcm=pc_SearchList	120-150/天
522	上海	我武生物	3个月	5天/周	核抑制研发人员	https://www.shixiseng.com/intern/inn_hqcw3pwngnob?pcm=pc_SearchList	100-200/天
523	成都	贝壳	6个月	6天/周	校园实习生 	https://www.shixiseng.com/intern/inn_nvjikzm3feja?pcm=pc_SearchList	150-300/天
524	北京	罗德传播集团	3个月	4天/周	Marcom组PR实习生	https://www.shixiseng.com/intern/inn_ryadfrwasa0k?pcm=pc_SearchList	80-100/天
525	上海	ezbuy	3个月	5天/周	客服专员	https://www.shixiseng.com/intern/inn_yiwcoy1xqdch?pcm=pc_SearchList	200-400/天
526	上海	网易	3个月	5天/周	PM实习生（上海）	https://www.shixiseng.com/intern/inn_t3ykw0vvu14t?pcm=pc_SearchList	100-150/天
527	厦门	同步推	3个月	5天/周	海外动漫运营	https://www.shixiseng.com/intern/inn_59pdsumc94lm?pcm=pc_SearchList	120-180/天
528	西安	高力国际	3个月	5天/周	咨询服务部顾问	https://www.shixiseng.com/intern/inn_q3uloblrrloq?pcm=pc_SearchList	100-150/天
529	北京	昭衍生物	3个月	5天/周	中试发酵部实习生	https://www.shixiseng.com/intern/inn_pbadnt3qbxim?pcm=pc_SearchList	80-120/天
530	杭州	中控信息	3个月	5天/周	采购外包助理-实习	https://www.shixiseng.com/intern/inn_9osd8jyp0bdy?pcm=pc_SearchList	100-150/天
531	上海	叨叨记账	4个月	5天/周	内容运营实习生（二次元方向）	https://www.shixiseng.com/intern/inn_nbdi3rqfpff4?pcm=pc_SearchList	120-150/天
532	上海	shopee	6个月	5天/周	品牌店铺运营实习生	https://www.shixiseng.com/intern/inn_jsjvwa152he6?pcm=pc_SearchList	150-150/天
533	深圳	阿蒙工师	6个月	5天/周	节目策划（编导）	https://www.shixiseng.com/intern/inn_tyaxn4m700rp?pcm=pc_SearchList	100-200/天
534	芜湖	我武生物	3个月	5天/周	医药销售代表	https://www.shixiseng.com/intern/inn_n3qlkw9s7vzk?pcm=pc_SearchList	120-200/天
535	北京	竞天公诚律师事务所	3个月	5天/周	证券业务部实习生（北京）	https://www.shixiseng.com/intern/inn_6uwj0xgi3u5u?pcm=pc_SearchList	120-180/天
536	厦门	同步推	3个月	5天/周	短视频编导	https://www.shixiseng.com/intern/inn_tkqx4vomm4or?pcm=pc_SearchList	100-150/天
537	上海	ezbuy	3个月	5天/周	运营实习生	https://www.shixiseng.com/intern/inn_c0wuwueq36gb?pcm=pc_SearchList	120-150/天
538	广州	鸣奇科技	11个月	5天/周	商务拓展实习生	https://www.shixiseng.com/intern/inn_fklskg1qrpqv?pcm=pc_SearchList	100-150/天
539	湘西	我武生物	12个月	5天/周	医药销售代表/医学信息沟通专员（湖南-吉首）	https://www.shixiseng.com/intern/inn_hviogyhicvxe?pcm=pc_SearchList	150-200/天
540	亳州	我武生物	3个月	5天/周	医药销售代表	https://www.shixiseng.com/intern/inn_bdjdz6lc9klx?pcm=pc_SearchList	120-200/天
541	莆田	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（福建——莆田）	https://www.shixiseng.com/intern/inn_cbf7m6kq2vz4?pcm=pc_SearchList	100-200/天
542	深圳	菁视野	3个月	5天/周	实习主持人	https://www.shixiseng.com/intern/inn_monj0gekfpjf?pcm=pc_SearchList	150-180/天
543	北京	北京链家	6个月	6天/周	市场营销岗位	https://www.shixiseng.com/intern/inn_1tkq1ocsvfy1?pcm=pc_SearchList	50-80/天
544	上海	传音控股	3个月	5天/周	Java实习生	https://www.shixiseng.com/intern/inn_j2jvzzp6r5b3?pcm=pc_SearchList	200-250/天
545	上海	miss curiosity	12个月	5天/周	电商运营（流量推广方向）	https://www.shixiseng.com/intern/inn_5y4r68lsyyix?pcm=pc_SearchList	200-300/天
546	天津	中企动力	4个月	5天/周	外贸行业部拓展专员	https://www.shixiseng.com/intern/inn_ifk8zy322vgr?pcm=pc_SearchList	150-250/天
547	北京	好未来（原学而思）	4个月	5天/周	人力资源实习生	https://www.shixiseng.com/intern/inn_2recorm3wzyl?pcm=pc_SearchList	100-150/天
548	北京	和家生活科技	3个月	4天/周	财务实习生	https://www.shixiseng.com/intern/inn_uqualsvw2jfv?pcm=pc_SearchList	150-200/天
549	扬州	我武生物	12个月	5天/周	医药销售代表/医药信息沟通专员	https://www.shixiseng.com/intern/inn_bjib77t9allo?pcm=pc_SearchList	100-120/天
550	石家庄	GE中国	2个月	5天/周	GE医疗客户服务卓越技术专家项目（	https://www.shixiseng.com/intern/inn_whrao0ahtlbv?pcm=pc_SearchList	120-150/天
551	广州	植观	3个月	5天/周	抖音投放实习生	https://www.shixiseng.com/intern/inn_pmtnicwhvom5?pcm=pc_SearchList	100-150/天
552	上海	问卷网	3个月	5天/周	项目助理实习生	https://www.shixiseng.com/intern/inn_52gqrvl4clph?pcm=pc_SearchList	100-120/天
553	福州	GE中国	2个月	5天/周	GE医疗客户服务卓越技术专家项目SSEP	https://www.shixiseng.com/intern/inn_l5uqrsg3eite?pcm=pc_SearchList	120-150/天
554	天津	捷信消费金融	6个月	4天/周	HR Intern	https://www.shixiseng.com/intern/inn_fnfrd57ey0ss?pcm=pc_SearchList	120-150/天
555	宣城	我武生物	12个月	5天/周	医药销售代表（宣城）	https://www.shixiseng.com/intern/inn_n4mtnfwp8rtt?pcm=pc_SearchList	100-150/天
556	广州	雀享科技	3个月	5天/周	美工（跨境电商）	https://www.shixiseng.com/intern/inn_izbcazigs82u?pcm=pc_SearchList	100-150/天
557	北京	国际人才	9个月	4天/周	编译及应用研发工程师	https://www.shixiseng.com/intern/inn_usspneayinop?pcm=pc_SearchList	300-500/天
558	怀化	我武生物	12个月	5天/周	医药销售代表/医学信息沟通专员（湖南-怀化）	https://www.shixiseng.com/intern/inn_vgjpjggotexe?pcm=pc_SearchList	120-200/天
559	济宁	我武生物	12个月	5天/周	医药销售代表（曲阜）	https://www.shixiseng.com/intern/inn_pvo8y5gcetz1?pcm=pc_SearchList	100-150/天
560	宜春	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（江西宜春）	https://www.shixiseng.com/intern/inn_hu0xjgidxf56?pcm=pc_SearchList	100-200/天
561	北京	375wan科技	3个月	5天/周	游戏实习开发工程师	https://www.shixiseng.com/intern/inn_q5oqjo7eydrt?pcm=pc_SearchList	150-200/天
562	北京	野村综研(北京)	8个月	3天/周	法务实习生	https://www.shixiseng.com/intern/inn_9a1ehzzsoagb?pcm=pc_SearchList	100-150/天
563	广州	萌小芽	4个月	4天/周	视频剪辑实习生	https://www.shixiseng.com/intern/inn_sk93salimbcu?pcm=pc_SearchList	50-100/天
564	广州	欢聚集团	3个月	5天/周	安全策略实习生	https://www.shixiseng.com/intern/inn_29y3ih0kcge7?pcm=pc_SearchList	100-150/天
565	全国	58到家	1个月	5天/周	网络运营	https://www.shixiseng.com/intern/inn_hnxjxvxa6xnw?pcm=pc_SearchList	面议
566	广州	环智	3个月	5天/周	电商运营实习生	https://www.shixiseng.com/intern/inn_qu6tas3z1jmz?pcm=pc_SearchList	50-80/天
567	北京	方引网校	4个月	5天/周	考研招生老师	https://www.shixiseng.com/intern/inn_zffj0q7bdn8f?pcm=pc_SearchList	150-300/天
568	成都	国控四川	11个月	5天/周	医学实习专员（学术推广）	https://www.shixiseng.com/intern/inn_zq54kbedv8md?pcm=pc_SearchList	120-150/天
569	北京	北京链家 	3个月	5天/周	管培生/储备店长	https://www.shixiseng.com/intern/inn_peisgiixdfqa?pcm=pc_SearchList	300-500/天
570	上海	意略明	3个月	3天/周	IT助理实习生	https://www.shixiseng.com/intern/inn_j08dnslylpzr?pcm=pc_SearchList	150-150/天
571	成都	疯狂世界	3个月	5天/周	BD商务拓展（移动孪生/5G/新经济）	https://www.shixiseng.com/intern/inn_bun3swknr522?pcm=pc_SearchList	300-500/天
572	北京	人和易行	12个月	6天/周	销售实习	https://www.shixiseng.com/intern/inn_slikmkoov0ge?pcm=pc_SearchList	100-150/天
573	北京	链家	3个月	6天/周	储备销售	https://www.shixiseng.com/intern/inn_5vbi3r2aayhs?pcm=pc_SearchList	300-500/天
574	北京	龙图游戏	6个月	5天/周	引擎开发工程师	https://www.shixiseng.com/intern/inn_vshoqq1yzjf2?pcm=pc_SearchList	180-200/天
575	上海	ezbuy	3个月	5天/周	德语客服实习生	https://www.shixiseng.com/intern/inn_wcoa2sfziy1a?pcm=pc_SearchList	150-200/天
576	上海	ASAP+	6个月	4天/周	产品助理实习生	https://www.shixiseng.com/intern/inn_orqlotls9owv?pcm=pc_SearchList	100-120/天
577	北京	和家生活科技	3个月	4天/周	品牌管理实习生	https://www.shixiseng.com/intern/inn_hu3p76wtsj6t?pcm=pc_SearchList	150-200/天
578	唐山	人和易行	12个月	6天/周	开平区实习店长	https://www.shixiseng.com/intern/inn_e8px5prhu09a?pcm=pc_SearchList	120-200/天
579	上海	微思	3个月	5天/周	项目助理（实习）	https://www.shixiseng.com/intern/inn_qqxaaa1dcgwz?pcm=pc_SearchList	120-120/天
580	北京	链家地产	4个月	6天/周	销售管培生	https://www.shixiseng.com/intern/inn_xeictktteu9b?pcm=pc_SearchList	250-300/天
581	常德	我武生物	12个月	5天/周	医药销售代表/医学信息沟通专员（湖南-汉寿）	https://www.shixiseng.com/intern/inn_g1eue2x8kvu2?pcm=pc_SearchList	120-200/天
582	北京	罗德传播集团	3个月	5天/周	Estee Lauder 组PR实习生	https://www.shixiseng.com/intern/inn_gfdccuwk7mj8?pcm=pc_SearchList	80-100/天
583	北京	币信	4个月	5天/周	实习前端开发	https://www.shixiseng.com/intern/inn_q9zgblvkna9i?pcm=pc_SearchList	250-300/天
584	上海	创领	2个月	3天/周	MES系统专员-实习生	https://www.shixiseng.com/intern/inn_kl87knaz3llc?pcm=pc_SearchList	120-180/天
585	上海	先融资管	3个月	5天/周	量化实习生	https://www.shixiseng.com/intern/inn_duajtsilfibg?pcm=pc_SearchList	80-120/天
586	广州	拉卡拉金融	3个月	5天/周	人力资源实习生	https://www.shixiseng.com/intern/inn_ajlhaeonhyxe?pcm=pc_SearchList	100-150/天
587	北京	自达康	9个月	5天/周	多媒体实习生	https://www.shixiseng.com/intern/inn_75f15t5icvao?pcm=pc_SearchList	120-120/天
588	江门	我武生物	12个月	5天/周	医药销售代表\医学信息沟通专员（广东—江门）	https://www.shixiseng.com/intern/inn_akqwwsyaecip?pcm=pc_SearchList	150-200/天
589	上海	 职源者	4个月	5天/周	ps实习	https://www.shixiseng.com/intern/inn_l7opdimm9ydo?pcm=pc_SearchList	150-180/天
590	上海	shopee	6个月	5天/周	商家孵化运营实习生	https://www.shixiseng.com/intern/inn_0rw75gyusnuw?pcm=pc_SearchList	150-150/天
591	上海	龙旗	1个月	7天/周	射频实习生(天线20届)J12451	https://www.shixiseng.com/intern/inn_v5b7lcudmf5w?pcm=pc_SearchList	436-551/天
592	上海	高顿教育	12个月	5天/周	财经班主任	https://www.shixiseng.com/intern/inn_ftcytudmzpqg?pcm=pc_SearchList	120-150/天
593	上海	捷豹路虎中国	3个月	5天/周	Business Office Intern	https://www.shixiseng.com/intern/inn_nuounog0ecvt?pcm=pc_SearchList	120-150/天
594	连云港	我武生物	12个月	5天/周	医药销售代表/医药信息沟通专员	https://www.shixiseng.com/intern/inn_8xhx6wtb446g?pcm=pc_SearchList	100-120/天
595	北京	北醒光子	3个月	3天/周	技术支持实习生	https://www.shixiseng.com/intern/inn_xvqtdbg0akfj?pcm=pc_SearchList	150-200/天
596	成都	人和易行	3个月	6天/周	销售管培生	https://www.shixiseng.com/intern/inn_wtujhntz4qpl?pcm=pc_SearchList	100-150/天
597	上海	龙旗	1个月	5天/周	硬件实习生(layout/功耗/音频20届)J11936	https://www.shixiseng.com/intern/inn_di7xerwlstir?pcm=pc_SearchList	436-551/天
598	广州	麦当劳	6个月	3天/周	项目管理实习生	https://www.shixiseng.com/intern/inn_qpvgmwjbtlas?pcm=pc_SearchList	100-120/天
599	天津	中企动力	4个月	5天/周	电子商务专员	https://www.shixiseng.com/intern/inn_ewhjdeaopuuk?pcm=pc_SearchList	150-250/天
600	南通	我武生物	12个月	5天/周	医药销售代表/医药信息沟通专员	https://www.shixiseng.com/intern/inn_lidflcuviyab?pcm=pc_SearchList	100-120/天
601	深圳	菁视野	5天/周	5天/周	实习编导	https://www.shixiseng.com/intern/inn_seufwnz0cfmm?pcm=pc_SearchList	150-200/天
602	广州	祺曜互娱	5天/周	3个月	游戏UI设计	https://www.shixiseng.com/intern/inn_dedwa4izbzyd?pcm=pc_SearchList	150-200/天
603	上海	Thinkygame	5天/周	6个月	角色原画实习岗	https://www.shixiseng.com/intern/inn_hulm5xarq6sg?pcm=pc_SearchList	150-200/天
604	上海	捷豹路虎中国	5天/周	3个月	Customer Service Intern- Technical general	https://www.shixiseng.com/intern/inn_dmfhoxz5ltu8?pcm=pc_SearchList	120-150/天
605	上海	龙旗	5天/周	6个月	camera调试工程师（20届应届生）	https://www.shixiseng.com/intern/inn_znbktaqmlv6q?pcm=pc_SearchList	400-500/天
606	武汉	深圳长美	5天/周	3个月	产品运营实习生	https://www.shixiseng.com/intern/inn_qs0mrgpyjqhq?pcm=pc_SearchList	50-100/天
607	成都	疯狂世界	4天/周	5个月	项目管理/产品助理	https://www.shixiseng.com/intern/inn_dcb7bwofcpg5?pcm=pc_SearchList	150-300/天
608	广州	高力国际	5天/周	19个月	客服助理	https://www.shixiseng.com/intern/inn_dod9sigzrp1u?pcm=pc_SearchList	100-120/天
609	杭州	九州量子	5天/周	3个月	硬件工程师	https://www.shixiseng.com/intern/inn_g6zs9qobknbf?pcm=pc_SearchList	100-120/天
610	成都	锐致咨询	5天/周	3个月	BD商务助理	https://www.shixiseng.com/intern/inn_jqnr8ipd2qyg?pcm=pc_SearchList	80-100/天
611	北京	链家	5天/周	3个月	销售顾问	https://www.shixiseng.com/intern/inn_4t1htgyaywox?pcm=pc_SearchList	180-300/天
612	德州	我武生物	2000人以上	12个月	医药销售代表\医学信息沟通专员（山东—德州）	https://www.shixiseng.com/intern/inn_0rooemejyzau?pcm=pc_SearchList	120-200/天
